,id,tabuleiro,size,numero_regioes,tamanho_medio_regiao,dificuldade,dicas,tempo,nos_visitados,profundidade_maxima,total_podas,backtracks,resolvido,assign_from_singletons,hidden_single,naked_pairs,hidden_pairs,naked_triples,hidden_triples
15x10_Suguru-660,Suguru-660,15x10,150,32,4.6875,3,20,0.31497785600367934,34,17,680,4,True,371,122,0,93,52,42
15x10_Suguru-771,Suguru-771,15x10,150,32,4.6875,3,18,0.22194916899024975,25,15,381,2,True,210,57,0,71,29,14
15x10_Suguru-204,Suguru-204,15x10,150,31,4.838709677419355,3,19,0.22035118700296152,24,11,398,3,True,235,63,0,68,24,8
15x10_Suguru-415,Suguru-415,15x10,150,32,4.6875,3,18,0.1673574140004348,17,11,265,1,True,140,41,0,66,9,9
15x10_Suguru-60,Suguru-60,15x10,150,32,4.6875,3,13,2.2768581389973406,188,14,5572,97,True,3331,771,0,895,349,226
15x10_Suguru-110,Suguru-110,15x10,150,34,4.411764705882353,3,16,0.6698392289981712,81,16,835,28,True,518,115,0,132,69,1
15x10_Suguru-574,Suguru-574,15x10,150,31,4.838709677419355,3,24,0.690973695993307,58,13,1489,23,True,860,233,0,203,36,157
15x10_Suguru-185,Suguru-185,15x10,150,32,4.6875,3,20,1.206608337990474,111,14,2220,64,True,1235,349,0,301,169,166
15x10_Suguru-604,Suguru-604,15x10,150,32,4.6875,3,14,4.500103686994407,319,11,10856,166,True,6078,1525,0,1531,1340,382
15x10_Suguru-752,Suguru-752,15x10,150,33,4.545454545454546,3,21,0.612511587998597,64,17,1162,24,True,698,195,0,173,41,55
15x10_Suguru-181,Suguru-181,15x10,150,33,4.545454545454546,3,19,0.822749217011733,79,15,947,31,True,523,189,0,188,30,17
15x10_Suguru-579,Suguru-579,15x10,150,33,4.545454545454546,3,17,0.459578572990722,52,13,688,20,True,454,101,0,72,51,10
15x10_Suguru-774,Suguru-774,15x10,150,33,4.545454545454546,3,19,0.36876080800720956,32,14,706,14,True,418,118,0,85,56,29
15x10_Suguru-143,Suguru-143,15x10,150,31,4.838709677419355,3,22,17.543694595005945,1917,18,33072,889,True,19756,4138,0,7503,1072,603
15x10_Suguru-220,Suguru-220,15x10,150,34,4.411764705882353,3,17,0.8744821549917106,81,16,1722,38,True,1072,284,0,233,73,60
15x10_Suguru-257,Suguru-257,15x10,150,32,4.6875,2,15,0.3617017499927897,42,18,423,10,True,250,72,0,80,14,7
15x10_Suguru-276,Suguru-276,15x10,150,31,4.838709677419355,3,20,0.7071292890032055,60,13,1538,27,True,917,223,0,249,66,83
15x10_Suguru-490,Suguru-490,15x10,150,32,4.6875,4,17,0.1641820239892695,19,14,183,1,True,120,33,0,28,1,1
15x10_Suguru-715,Suguru-715,15x10,150,32,4.6875,4,20,0.4352131639898289,46,13,664,12,True,422,97,0,101,30,14
15x10_Suguru-98,Suguru-98,15x10,150,34,4.411764705882353,3,14,1.03468037598941,91,16,2005,37,True,1080,324,0,374,203,24
15x10_Suguru-796,Suguru-796,15x10,150,31,4.838709677419355,3,21,0.15709849901031703,15,7,350,2,True,222,55,0,56,12,5
15x10_Suguru-238,Suguru-238,15x10,150,32,4.6875,3,17,6.465324982011225,541,20,19334,263,True,11302,2555,0,3437,1349,691
15x10_Suguru-665,Suguru-665,15x10,150,33,4.545454545454546,3,23,0.41891533001034986,51,17,487,15,True,304,55,0,88,27,13
15x10_Suguru-689,Suguru-689,15x10,150,31,4.838709677419355,3,19,1.5396852929989109,134,18,2682,72,True,1523,374,0,605,100,80
15x10_Suguru-321,Suguru-321,15x10,150,33,4.545454545454546,3,21,0.9040947619942017,85,11,2248,44,True,1439,271,0,326,164,48
15x10_Suguru-375,Suguru-375,15x10,150,31,4.838709677419355,3,23,6.565396731006331,559,14,23041,318,True,13229,2654,0,5116,847,1195
15x10_Suguru-100,Suguru-100,15x10,150,32,4.6875,3,14,1.7710903719998896,113,17,4901,59,True,2740,777,0,785,453,146
15x10_Suguru-521,Suguru-521,15x10,150,31,4.838709677419355,3,22,3.495369190000929,264,19,6850,152,True,3737,703,0,1597,585,228
15x10_Suguru-572,Suguru-572,15x10,150,31,4.838709677419355,3,18,3.192781895006192,261,15,8082,129,True,4728,989,0,1164,653,548
15x10_Suguru-726,Suguru-726,15x10,150,33,4.545454545454546,3,15,0.7238704260089435,67,19,1783,22,True,1023,216,0,311,165,68
15x10_Suguru-534,Suguru-534,15x10,150,32,4.6875,3,15,0.7979709909996018,70,16,1392,25,True,883,252,0,151,74,32
15x10_Suguru-117,Suguru-117,15x10,150,31,4.838709677419355,3,18,0.7785670610028319,73,14,1349,21,True,833,198,0,219,71,28
